128.673,0.0,130.428,2.44362
-5.47006,0.0,120.728,-97.7921
58.4285,0.0,59.7949,127.834
-126.76,0.0,70.7511,20.6064
-67.1834,0.0,98.8562,71.8889
97.2418,0.0,58.0246,22.9865
92.6754,0.0,89.8265,117.6
-112.897,0.0,135.481,-41.2667
130.766,0.0,16.674,128.283
-19.1531,0.0,52.565,102.701
-36.739,0.0,123.843,-147.153
94.4473,0.0,126.972,85.5684
-75.6704,0.0,131.421,0.0
-34.5845,0.0,88.2847,176.504
61.0504,0.0,126.879,103.429
125.385,0.0,96.3681,63.6826
-51.6435,0.0,52.366,-92.8591
-101.814,0.0,100.663,-15.3426
-82.6097,0.0,65.5736,-79.5538
-137.415,0.0,111.389,32.0324
25.3603,0.0,60.8031,-146.598
-1.97774,0.0,80.6756,130.278
26.9633,0.0,98.183,178.689
57.3321,0.0,94.4478,-4.14963
95.6799,0.0,21.9864,-52.7241
86.239,0.0,-36.8324,123.78
55.3711,0.0,24.1608,-68.0668
113.229,0.0,-13.5822,160.123
16.4604,0.0,25.8951,-32.1177
74.9073,0.0,-4.48991,19.1648
39.0805,0.0,-12.3724,-132.278
134.243,0.0,-36.662,-26.8791
132.891,0.0,52.8723,-141.312
28.6973,0.0,130.369,-41.2667
-94.7907,0.0,-25.0286,127.408
-112.421,0.0,10.4995,-19.745
-38.2705,0.0,9.46044,47.854
-85.4852,0.0,33.8118,-56.0879
-54.477,0.0,-27.1102,112.065
-15.5624,0.0,-28.7549,148.014
-74.0791,0.0,1.49546,-160.703
-133.489,0.0,33.5309,153.253
76.8111,0.0,-134.068,-179.868
35.626,0.0,-91.0269,-3.36371
-59.9198,0.0,-129.841,-76.4396
-124.324,0.0,-99.4785,-116.185
138.509,0.0,-113.894,-147.836
52.6023,0.0,-55.0689,87.2728
102.884,0.0,-103.25,164.789
83.5989,0.0,-68.2052,100.578
-93.3163,0.0,-130.011,-94.2997
37.8624,0.0,-126.58,32.9792
-129.888,0.0,-19.797,-51.5854
-91.63,0.0,-92.8616,-62.2685
20.1125,0.0,-55.3428,-77.1675
6.58637,0.0,-123.537,82.3399
-127.534,0.0,-133.546,-177.424
-57.4524,0.0,-62.7513,-52.0341
127.761,0.0,-73.281,-159.262
-96.2695,0.0,-61.0703,-156.882
68.2492,0.0,-101.523,-107.979
-56.2761,0.0,-97.4015,175.982
3.00184,0.0,-83.4928,-49.5905
-24.3819,0.0,-63.6833,33.5343
-25.8988,0.0,-101.067,-1.17876
-27.5587,0.0,-133.256,138.865
-131.931,0.0,-56.0001,38.8204
114.047,0.0,-138.042,138.865
